stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.00000] opening E:\Visual Studio 2015\Projects\Sudok\Sudoku\allegro5.cfg r
font     D                ttf.c:163  unlock_current_page              [   5.63769] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   5.63780] Glyph 38: 20x23 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [   5.63783] Locking glyph region: 03EA63A0 392 0 20 24
font     D                ttf.c:163  unlock_current_page              [   5.63790] Unlocking page: 03EA63A0
font     D                ttf.c:235  alloc_glyph_region               [   5.63800] Glyph 46: 25x23 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [   5.63804] Locking glyph region: 03EA63A0 412 0 28 24
font     D                ttf.c:163  unlock_current_page              [   5.63811] Unlocking page: 03EA63A0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.63984] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.63989] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.64801] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.64808] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:235  alloc_glyph_region               [   6.25293] Glyph 43: 21x22 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   6.25298] Locking glyph region: 03EE6540 260 0 24 24
font     D                ttf.c:163  unlock_current_page              [   6.25304] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   6.25318] Glyph 53: 22x25 (24x28)
font     D                ttf.c:279  alloc_glyph_region               [   6.25321] Locking glyph region: 03EE6540 284 0 24 28
font     D                ttf.c:163  unlock_current_page              [   6.25377] Unlocking page: 03EE6540
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25503] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25509] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   7.25924] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   7.25929] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   7.25932] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   7.25935] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   7.25938] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   7.25941] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   7.25944] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   7.25947] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   7.25950] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   7.25953] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   7.25957] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   7.25960] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   7.25963] Chose bitmap format 9
font     D                ttf.c:235  alloc_glyph_region               [   7.26103] Glyph 22: 22x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   7.26107] Locking glyph region: 03EE63C8 0 0 24 24
font     D                ttf.c:163  unlock_current_page              [   7.26195] Unlocking page: 03EE63C8
font     D                ttf.c:235  alloc_glyph_region               [   7.26214] Glyph 24: 22x24 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   7.26218] Locking glyph region: 03EE63C8 24 0 24 24
font     D                ttf.c:163  unlock_current_page              [   7.26225] Unlocking page: 03EE63C8
font     D                ttf.c:235  alloc_glyph_region               [   7.26237] Glyph 28: 22x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   7.26241] Locking glyph region: 03EE63C8 48 0 24 24
font     D                ttf.c:163  unlock_current_page              [   7.26247] Unlocking page: 03EE63C8
font     D                ttf.c:235  alloc_glyph_region               [   7.26259] Glyph 23: 23x28 (24x28)
font     D                ttf.c:279  alloc_glyph_region               [   7.26263] Locking glyph region: 03EE63C8 72 0 24 28
font     D                ttf.c:163  unlock_current_page              [   7.26272] Unlocking page: 03EE63C8
font     D                ttf.c:235  alloc_glyph_region               [   7.26284] Glyph 26: 22x26 (24x28)
font     D                ttf.c:279  alloc_glyph_region               [   7.26288] Locking glyph region: 03EE63C8 96 0 24 28
font     D                ttf.c:163  unlock_current_page              [   7.26295] Unlocking page: 03EE63C8
font     D                ttf.c:235  alloc_glyph_region               [   7.26307] Glyph 25: 21x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   7.26310] Locking glyph region: 03EE63C8 120 0 24 24
font     D                ttf.c:163  unlock_current_page              [   7.26317] Unlocking page: 03EE63C8
font     D                ttf.c:235  alloc_glyph_region               [   7.26329] Glyph 21: 23x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   7.26333] Locking glyph region: 03EE63C8 144 0 24 24
font     D                ttf.c:163  unlock_current_page              [   7.26340] Unlocking page: 03EE63C8
font     D                ttf.c:235  alloc_glyph_region               [   7.26363] Glyph 20: 20x23 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [   7.26366] Locking glyph region: 03EE63C8 168 0 20 24
font     D                ttf.c:163  unlock_current_page              [   7.26373] Unlocking page: 03EE63C8
font     D                ttf.c:235  alloc_glyph_region               [   7.26395] Glyph 27: 21x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [   7.26399] Locking glyph region: 03EE63C8 188 0 24 24
font     D                ttf.c:163  unlock_current_page              [   7.26404] Unlocking page: 03EE63C8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.26980] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.26986] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:235  alloc_glyph_region               [   8.56501] Glyph 54: 19x22 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [   8.56506] Locking glyph region: 03EE6540 308 0 20 24
font     D                ttf.c:163  unlock_current_page              [   8.56513] Unlocking page: 03EE6540
font     D                ttf.c:235  alloc_glyph_region               [   8.56524] Glyph 60: 26x28 (28x28)
font     D                ttf.c:279  alloc_glyph_region               [   8.56529] Locking glyph region: 03EE6540 328 0 28 28
font     D                ttf.c:163  unlock_current_page              [   8.56567] Unlocking page: 03EE6540
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.56770] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.56774] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:901  d3d_destroy_display              [  27.79593] destroying display 0043A6A0 (current 00000000)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  27.79775] converting display bitmap 03EE63C8 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [  27.79996] added dtor for bitmap 03EE9F60, func 0F962202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.80002] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.80006] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.80482] removed dtor for bitmap 03EE9F60
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  27.80564] converting display bitmap 03EE6540 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [  27.80649] added dtor for bitmap 03EE9F60, func 0F962202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.80654] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.80658] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.81081] removed dtor for bitmap 03EE9F60
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  27.81149] converting display bitmap 03EA63A0 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [  27.81250] added dtor for bitmap 03EE9F60, func 0F962202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.81256] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.81259] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.81702] removed dtor for bitmap 03EE9F60
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  27.81770] converting display bitmap 03E9E740 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [  27.81872] added dtor for bitmap 03EE9F60, func 0F962202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.81878] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.81882] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.82425] removed dtor for bitmap 03EE9F60
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  27.82531] converting display bitmap 03E9FED8 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [  27.82538] added dtor for bitmap 03EE9F60, func 0F962202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.82545] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.82549] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.82613] removed dtor for bitmap 03EE9F60
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  27.82620] converting display bitmap 03E9E9B8 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [  27.82624] added dtor for bitmap 03ECC090, func 0F962202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.82629] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.82633] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.82698] removed dtor for bitmap 03ECC090
d3d      D         d3d_disp.cpp:885  d3d_destroy_display_internals    [  27.82704] waiting for display 0043A6A0's thread to end
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [  27.83690] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [  27.83698] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1549 d3d_display_thread_proc          [  27.99033] d3d display thread exits
dtor     D               dtor.c:115  _al_run_destructors              [  27.99092] calling dtor for bitmap 03E9E740, func 0F962202
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.99097] removed dtor for bitmap 03E9E740
dtor     D               dtor.c:115  _al_run_destructors              [  27.99158] calling dtor for bitmap 03E9FED8, func 0F962202
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.99164] removed dtor for bitmap 03E9FED8
dtor     D               dtor.c:115  _al_run_destructors              [  27.99168] calling dtor for bitmap 03E9E9B8, func 0F962202
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.99171] removed dtor for bitmap 03E9E9B8
dtor     D               dtor.c:115  _al_run_destructors              [  27.99175] calling dtor for ttf_font 03E93B30, func 0F4E1055
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.99179] removed dtor for ttf_font 03E93B30
dtor     D               dtor.c:115  _al_run_destructors              [  27.99194] calling dtor for ttf_font 03E93AB0, func 0F4E1055
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.99198] removed dtor for ttf_font 03E93AB0
dtor     D               dtor.c:115  _al_run_destructors              [  27.99258] calling dtor for ttf_font 03E93970, func 0F4E1055
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.99263] removed dtor for ttf_font 03E93970
dtor     D               dtor.c:115  _al_run_destructors              [  27.99358] calling dtor for ttf_font 0043BEB8, func 0F4E1055
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.99363] removed dtor for ttf_font 0043BEB8
dtor     D               dtor.c:115  _al_run_destructors              [  27.99469] calling dtor for queue 03E89238, func 0F962351
dtor     D               dtor.c:220  _al_unregister_destructor        [  27.99474] removed dtor for queue 03E89238
dtor     D               dtor.c:115  _al_run_destructors              [  27.99483] calling dtor for timer 03E89168, func 0F961730
dtor     D               dtor.c:220  _al_unregister_destructor        [  28.02701] removed dtor for timer 03E89168
