stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.00000] opening D:\Visual Studio 2015\Projects\Sudok\Debug\allegro5.cfg r
font     D                ttf.c:235  alloc_glyph_region               [ 476.53934] Glyph 37: 21x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.53944] Locking glyph region: 0028CE90 368 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 476.53966] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [ 476.54002] Glyph 38: 20x23 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.54012] Locking glyph region: 0028CE90 392 0 20 24
font     D                ttf.c:163  unlock_current_page              [ 476.54030] Unlocking page: 0028CE90
font     D                ttf.c:235  alloc_glyph_region               [ 476.54063] Glyph 46: 25x23 (28x24)
font     D                ttf.c:279  alloc_glyph_region               [ 476.54073] Locking glyph region: 0028CE90 412 0 28 24
font     D                ttf.c:163  unlock_current_page              [ 476.54092] Unlocking page: 0028CE90
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 476.54446] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 476.54457] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 476.55064] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 476.55080] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:235  alloc_glyph_region               [ 477.92138] Glyph 54: 19x22 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [ 477.92150] Locking glyph region: 002921E8 212 0 20 24
font     D                ttf.c:163  unlock_current_page              [ 477.92167] Unlocking page: 002921E8
font     D                ttf.c:235  alloc_glyph_region               [ 477.92239] Glyph 60: 26x28 (28x28)
font     D                ttf.c:279  alloc_glyph_region               [ 477.92307] Locking glyph region: 002921E8 232 0 28 28
font     D                ttf.c:163  unlock_current_page              [ 477.92511] Unlocking page: 002921E8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 477.92967] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 477.92986] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 480.29708] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 480.29720] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 480.29728] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 480.29736] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 480.29744] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 480.29753] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 480.29761] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 480.29769] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [ 480.29777] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [ 480.29787] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [ 480.29796] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [ 480.29805] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [ 480.29814] Chose bitmap format 9
font     D                ttf.c:235  alloc_glyph_region               [ 480.30022] Glyph 20: 20x23 (20x24)
font     D                ttf.c:279  alloc_glyph_region               [ 480.30034] Locking glyph region: 00292068 0 0 20 24
font     D                ttf.c:163  unlock_current_page              [ 480.30229] Unlocking page: 00292068
font     D                ttf.c:235  alloc_glyph_region               [ 480.30284] Glyph 27: 21x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 480.30294] Locking glyph region: 00292068 20 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 480.30321] Unlocking page: 00292068
font     D                ttf.c:235  alloc_glyph_region               [ 480.30360] Glyph 28: 22x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 480.30370] Locking glyph region: 00292068 44 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 480.30393] Unlocking page: 00292068
font     D                ttf.c:235  alloc_glyph_region               [ 480.30434] Glyph 22: 22x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 480.30444] Locking glyph region: 00292068 68 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 480.30466] Unlocking page: 00292068
font     D                ttf.c:235  alloc_glyph_region               [ 480.30508] Glyph 24: 22x24 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 480.30518] Locking glyph region: 00292068 92 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 480.30540] Unlocking page: 00292068
font     D                ttf.c:235  alloc_glyph_region               [ 480.30578] Glyph 23: 23x28 (24x28)
font     D                ttf.c:279  alloc_glyph_region               [ 480.30589] Locking glyph region: 00292068 116 0 24 28
font     D                ttf.c:163  unlock_current_page              [ 480.30613] Unlocking page: 00292068
font     D                ttf.c:235  alloc_glyph_region               [ 480.30652] Glyph 21: 23x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 480.30662] Locking glyph region: 00292068 140 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 480.30685] Unlocking page: 00292068
font     D                ttf.c:235  alloc_glyph_region               [ 480.30742] Glyph 26: 22x26 (24x28)
font     D                ttf.c:279  alloc_glyph_region               [ 480.30752] Locking glyph region: 00292068 164 0 24 28
font     D                ttf.c:163  unlock_current_page              [ 480.30778] Unlocking page: 00292068
font     D                ttf.c:235  alloc_glyph_region               [ 480.30841] Glyph 25: 21x23 (24x24)
font     D                ttf.c:279  alloc_glyph_region               [ 480.30851] Locking glyph region: 00292068 188 0 24 24
font     D                ttf.c:163  unlock_current_page              [ 480.30881] Unlocking page: 00292068
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 480.31116] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 480.31128] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:901  d3d_destroy_display              [ 503.40731] destroying display 00251CB8 (current 00000000)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [ 503.41131] converting display bitmap 00292068 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [ 503.41296] added dtor for bitmap 002A1648, func 0FFD2202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 503.41327] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 503.41337] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.41783] removed dtor for bitmap 002A1648
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [ 503.41987] converting display bitmap 002921E8 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [ 503.42200] added dtor for bitmap 002A1648, func 0FFD2202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 503.42245] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 503.42256] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.42677] removed dtor for bitmap 002A1648
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [ 503.42838] converting display bitmap 0028CE90 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [ 503.43083] added dtor for bitmap 002A1648, func 0FFD2202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 503.43117] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 503.43130] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.43536] removed dtor for bitmap 002A1648
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [ 503.43706] converting display bitmap 0028C990 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [ 503.43937] added dtor for bitmap 002A1648, func 0FFD2202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 503.43975] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 503.44003] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.44605] removed dtor for bitmap 002A1648
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [ 503.44833] converting display bitmap 0028DB48 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [ 503.44856] added dtor for bitmap 002A1648, func 0FFD2202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 503.44908] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 503.44942] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.45000] removed dtor for bitmap 002A1648
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [ 503.45019] converting display bitmap 0028D058 to memory bitmap
dtor     D               dtor.c:187  _al_register_destructor          [ 503.45033] added dtor for bitmap 002A1648, func 0FFD2202
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 503.45053] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 503.45063] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.45119] removed dtor for bitmap 002A1648
d3d      D         d3d_disp.cpp:885  d3d_destroy_display_internals    [ 503.45140] waiting for display 00251CB8's thread to end
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [ 503.46190] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [ 503.46204] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [ 503.46213] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1549 d3d_display_thread_proc          [ 503.60454] d3d display thread exits
dtor     D               dtor.c:115  _al_run_destructors              [ 503.60549] calling dtor for bitmap 0028C990, func 0FFD2202
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.60567] removed dtor for bitmap 0028C990
dtor     D               dtor.c:115  _al_run_destructors              [ 503.60704] calling dtor for bitmap 0028DB48, func 0FFD2202
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.60716] removed dtor for bitmap 0028DB48
dtor     D               dtor.c:115  _al_run_destructors              [ 503.60727] calling dtor for bitmap 0028D058, func 0FFD2202
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.60737] removed dtor for bitmap 0028D058
dtor     D               dtor.c:115  _al_run_destructors              [ 503.60747] calling dtor for ttf_font 00277EE8, func 66961055
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.60757] removed dtor for ttf_font 00277EE8
dtor     D               dtor.c:115  _al_run_destructors              [ 503.60801] calling dtor for ttf_font 00277EA8, func 66961055
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.60811] removed dtor for ttf_font 00277EA8
dtor     D               dtor.c:115  _al_run_destructors              [ 503.60972] calling dtor for ttf_font 00277D68, func 66961055
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.60983] removed dtor for ttf_font 00277D68
dtor     D               dtor.c:115  _al_run_destructors              [ 503.61174] calling dtor for ttf_font 00277CE8, func 66961055
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.61186] removed dtor for ttf_font 00277CE8
dtor     D               dtor.c:115  _al_run_destructors              [ 503.61373] calling dtor for queue 0027FD10, func 0FFD2351
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.61385] removed dtor for queue 0027FD10
dtor     D               dtor.c:115  _al_run_destructors              [ 503.61404] calling dtor for timer 0027FC40, func 0FFD1730
dtor     D               dtor.c:220  _al_unregister_destructor        [ 503.62254] removed dtor for timer 0027FC40
